date,campaign_name,purchases_new
2026-07-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-07-09,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-09,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,2
2026-07-09,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-09,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,3
2026-07-09,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,5
2026-07-10,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,10
2026-07-10,ASUC-(ALL)-PERF-KIDS-INTER,22
2026-07-10,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-07-10,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-07-10,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,3
2026-07-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,3
2026-07-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,4
2026-07-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,5
2026-07-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,2
2026-07-10,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,10
2026-07-10,ASUC-(HISTO)-UK-(UK)-PERF-RTG,7
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,4
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-07-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2
2026-07-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-07-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,4
2026-07-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,4
2026-07-10,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,8
2026-07-10,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2
2026-07-10,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2
2026-07-10,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,6
2026-07-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-07-10,ASUC-(NEW)-PERF-RTG-WARM-ROW,2
2026-07-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-10,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-10,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2
2026-07-10,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2
2026-07-11,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,7
2026-07-11,ASUC-(ALL)-PERF-KIDS-INTER,21
2026-07-11,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-11,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-07-11,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-07-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,4
2026-07-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,10
2026-07-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,5
2026-07-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,4
2026-07-11,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,6
2026-07-11,ASUC-(HISTO)-UK-(UK)-PERF-RTG,10
2026-07-11,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,3
2026-07-11,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,1
2026-07-11,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-07-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,4
2026-07-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,5
2026-07-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,2
2026-07-11,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-11,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2
2026-07-11,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,6
2026-07-11,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,3
2026-07-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,3
2026-07-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,5
2026-07-11,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,5
2026-07-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-07-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-PERF-RTG-WARM-ROW,3
2026-07-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-07-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-11,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-11,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,4
2026-07-11,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2
2026-07-12,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,9
2026-07-12,ASUC-(ALL)-PERF-KIDS-INTER,26
2026-07-12,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-07-12,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,2
2026-07-12,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,3
2026-07-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,6
2026-07-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,1
2026-07-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,4
2026-07-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,5
2026-07-12,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,10
2026-07-12,ASUC-(HISTO)-UK-(UK)-PERF-RTG,4
2026-07-12,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,6
2026-07-12,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,5
2026-07-12,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-07-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2
2026-07-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2
2026-07-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,6
2026-07-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,1
2026-07-12,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-12,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-07-12,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,5
2026-07-12,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-07-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,1
2026-07-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-12,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,6
2026-07-12,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,6
2026-07-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,3
2026-07-12,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-07-12,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-12,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-12,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-12,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-12,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,4
2026-07-12,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2
2026-07-13,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,5
2026-07-13,ASUC-(ALL)-PERF-KIDS-INTER,14
2026-07-13,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-13,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-07-13,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-07-13,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,7
2026-07-13,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,8
2026-07-13,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,10
2026-07-13,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,4
2026-07-13,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,6
2026-07-13,ASUC-(HISTO)-UK-(UK)-PERF-RTG,2
2026-07-13,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,1
2026-07-13,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,1
2026-07-13,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-07-13,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-13,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,3
2026-07-13,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-07-13,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,1
2026-07-13,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-13,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,2
2026-07-13,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,4
2026-07-13,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-13,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-13,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,3
2026-07-13,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,6
2026-07-13,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-13,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2
2026-07-13,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-13,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,2
2026-07-13,ASUC-(NEW)-PERF-RTG-WARM-ROW,2
2026-07-13,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-13,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,2
2026-07-13,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,2
2026-07-13,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-13,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2
2026-07-13,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,6
2026-07-14,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,4
2026-07-14,ASUC-(ALL)-PERF-KIDS-INTER,15
2026-07-14,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-14,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,2
2026-07-14,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,1
2026-07-14,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,3
2026-07-14,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,4
2026-07-14,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,10
2026-07-14,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,3
2026-07-14,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,5
2026-07-14,ASUC-(HISTO)-UK-(UK)-PERF-RTG,5
2026-07-14,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,3
2026-07-14,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2
2026-07-14,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,1
2026-07-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2
2026-07-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,3
2026-07-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,2
2026-07-14,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-14,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,7
2026-07-14,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,4
2026-07-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,4
2026-07-14,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,1
2026-07-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,1
2026-07-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,1
2026-07-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-07-14,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,2
2026-07-14,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-14,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,null
2026-07-14,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,5
2026-07-15,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,7
2026-07-15,ASUC-(ALL)-PERF-KIDS-INTER,17
2026-07-15,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-07-15,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,3
2026-07-15,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,3
2026-07-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,6
2026-07-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,12
2026-07-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,4
2026-07-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,2
2026-07-15,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,6
2026-07-15,ASUC-(HISTO)-UK-(UK)-PERF-RTG,2
2026-07-15,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,4
2026-07-15,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2
2026-07-15,ASUC-(HISTO)-US-(US)-PERF-RTG,2
2026-07-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,1
2026-07-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2
2026-07-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-07-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,1
2026-07-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-07-15,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-07-15,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,3
2026-07-15,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,5
2026-07-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2
2026-07-15,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,6
2026-07-15,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,4
2026-07-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,1
2026-07-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2
2026-07-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-07-15,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-07-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-15,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-15,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-15,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,1
2026-07-15,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,null
2026-07-16,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,14
2026-07-16,ASUC-(ALL)-PERF-KIDS-INTER,12
2026-07-16,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-16,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,2
2026-07-16,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,8
2026-07-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,7
2026-07-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,3
2026-07-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,3
2026-07-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,5
2026-07-16,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,11
2026-07-16,ASUC-(HISTO)-UK-(UK)-PERF-RTG,4
2026-07-16,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,3
2026-07-16,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,1
2026-07-16,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,1
2026-07-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,1
2026-07-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2
2026-07-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,3
2026-07-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,1
2026-07-16,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,4
2026-07-16,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2
2026-07-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-16,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,9
2026-07-16,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,3
2026-07-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-07-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-07-16,ASUC-(NEW)-PERF-RTG-WARM-ROW,2
2026-07-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-16,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-16,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2
2026-07-16,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2
2026-07-17,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,11
2026-07-17,ASUC-(ALL)-PERF-KIDS-INTER,14
2026-07-17,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-07-17,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-07-17,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,3
2026-07-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,6
2026-07-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,4
2026-07-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,3
2026-07-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,8
2026-07-17,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,8
2026-07-17,ASUC-(HISTO)-UK-(UK)-PERF-RTG,2
2026-07-17,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,1
2026-07-17,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2
2026-07-17,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-07-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2
2026-07-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2
2026-07-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,5
2026-07-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,3
2026-07-17,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
